@ HyperIMU -ianovir - 2018
@ Date:Tue Dec 10 13:37:45 GMT+05:30 2019, Sampling Rate:100ms

ST_LIS3DHTR.x,ST_LIS3DHTR.y,ST_LIS3DHTR.z,GRAVITY.x,GRAVITY.y,GRAVITY.z,GPS.lat,GPS.long,GPS.alt,NMEA.a,NMEA.b,NMEA.c
-0.102,-0.134,9.864,-0.144805,-0.113555,9.804916,28.718313333333338,77.1335,120.9,$GAGSA.A.3.24............1.13.0.77.0.82*1C,$GPGSV.4.1.15.31.64.029.21.0.41.55.167.34.0.22.50.316.16.0.14.47.040.10.3*74,$GPGSV.4.2.15.26.40.145.36.6.01.36.265.12.7.194.35.062..03.28.320.16.4*52
0.054,-0.055,9.785,-0.128463,-0.107223,9.805222,28.718313333333338,77.1335,120.9,$GPGSV.4.3.15.32.28.069.20.4.193.22.114..16.19.169.20.6.10.15.136.*43,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.13.6*50,$GLGSV.3.1.9.73.72.065..71.55.025.19.5.70.32.097.16.9.72.25.327.*52
-0.024,-0.212,9.707,-0.119705,-0.101852,9.805389,28.718313333333338,77.1335,120.9,$GLGSV.3.2.9.74.13.200.19.3.80.13.029..87.08.297..86.07.243.*4D,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.12.4.09.55.034..02.55.166.25.1.05.50.215.*66
0.132,-0.055,9.942,-0.109603,-0.107757,9.805435,28.718313333333338,77.1335,120.9,$BDGSV.4.2.13.07.49.105.28.2.10.46.149.23.5.03.40.127..16.40.062.19.2*71,$BDGSV.4.3.13.06.37.066.16.9.20.24.317..25.17.041..01.15.104.*7A,$BDGSV.4.4.13.13.12.181.18.5*41
-0.259,-0.134,10.021,-0.106918,-0.115798,9.805374,28.718313333333338,77.1335,120.9,$GAGSV.1.1.4.24.59.094.21.9.09.36.083.9.0.03.25.306..15.12.300.*6A,$GNRMC.080803.000.A.2843.0988.N.07708.0100.E.0.000.112.10.101219...A*47,$GNVTG.112.10.T..M.0.000.N.0.000.K.A*20
-0.024,-0.055,9.707,-0.101455,-0.118637,9.805405,28.718313333333338,77.1335,120.9,$PMTKTSX1.42386.-4031.850.36.582.36.314.5f960000.-0.393297.-0.403185.3.301515.-0.210381.1.460387.-0.426*2E,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.054,-0.134,9.629,-0.080307,-0.119689,9.805588,28.718313333333338,77.1335,120.9,$GNACCURACY.5.7*14,$PMTKAGC.080803.000.4585.4321.5516.5616.0.0.0*61, 
0.054,-0.055,9.707,-0.066467,-0.121368,9.805664,28.718313333333338,77.1335,120.9, , , 
-0.102,-0.134,9.785,-0.043487,-0.117462,9.805847,28.718313333333338,77.1335,120.9, , , 
0.211,-0.055,9.629,-0.027328,-0.118164,9.805893,28.718309999999995,77.13348833333333,122.2,$GPGSA.A.3.31.22.32.26.01.16.......1.13.0.77.0.82*0A,$GLGSA.A.3.71.74.70..........1.13.0.77.0.82*15,$BDGSA.A.3.23.13.16.07.10.02.06......1.13.0.77.0.82*1C
0.132,-0.055,9.785,0.00914,-0.119506,9.805908,28.718309999999995,77.13348833333333,122.2,$GAGSA.A.3.24............1.13.0.77.0.82*1C,$GPGSV.4.1.15.31.64.029.21.1.41.55.167.34.0.22.50.316.16.0.14.47.040.*69,$GPGSV.4.2.15.26.40.145.29.0.01.36.265.12.7.194.35.062..03.28.320.16.4*5A
0.054,-0.134,9.785,0.020919,-0.116363,9.805923,28.718309999999995,77.13348833333333,122.2,$GPGSV.4.3.15.32.28.069.20.3.193.22.114..16.19.169.17.0.10.15.136.*46,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065..71.55.025.19.7.70.32.097.16.1.72.25.327.*58
-0.024,-0.134,9.707,0.025253,-0.108718,9.806015,28.718309999999995,77.13348833333333,122.2,$GLGSV.3.2.9.74.13.200.19.8.80.13.029..87.08.297..86.07.243.*46,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.18.2.09.55.034..02.55.166.25.2.05.50.215.*69
-0.102,-0.134,9.707,0.034912,-0.10881,9.805984,28.718309999999995,77.13348833333333,122.2,$BDGSV.4.2.13.07.49.105.23.3.10.46.149.20.8.03.40.127..16.40.062.19.1*76,$BDGSV.4.3.13.06.37.066.16.9.20.24.317..25.17.041..01.15.104.*7A,$BDGSV.4.4.13.13.12.181.18.3*47
-0.024,-0.134,9.707,0.039367,-0.105896,9.806,28.718309999999995,77.13348833333333,122.2,$GAGSV.1.1.4.24.59.094.17.3.09.36.083.9.0.03.25.306..15.12.300.*65,$GNRMC.080804.000.A.2843.0986.N.07708.0093.E.0.000.112.10.101219...A*45,$GNVTG.112.10.T..M.0.000.N.0.000.K.A*20
0.289,0.022,9.707,0.025924,-0.102676,9.806076,28.718309999999995,77.13348833333333,122.2,$PMTKTSX1.43386.-3920.380.36.518.36.267.5fb60000.-0.382547.-0.392038.0.397725.-0.210381.1.460387.-0.408*79,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.18,-0.134,9.707,0.030609,-0.10289,9.806061,28.718309999999995,77.13348833333333,122.2,$GNACCURACY.5.6*15,$PMTKAGC.080804.000.4194.4213.6216.6051.0.0.0*60, 
0.289,-0.055,9.707,0.015197,-0.105682,9.806061,28.718309999999995,77.13348833333333,122.2, , , 
-0.102,-0.134,9.785,0.021926,-0.105972,9.806046,28.718309999999995,77.13348833333333,122.2, , , 
-0.337,-0.212,9.785,0.037734,-0.104522,9.806015,28.718291666666666,77.13344666666667,127.1,$GPGSA.A.3.31.22.32.26.01.16.03......1.05.0.69.0.80*03,$GLGSA.A.3.71.74.70..........1.05.0.69.0.80*1F,$BDGSA.A.3.23.13.16.07.10.02.06......1.05.0.69.0.80*16
-0.102,-0.134,9.785,0.023178,-0.106323,9.806046,28.718291666666666,77.13344666666667,127.1,$GAGSA.A.3.24............1.05.0.69.0.80*16,$GPGSV.4.1.15.31.64.029.21.1.41.55.167.34.0.22.50.316.14.6.14.47.040.*6D,$GPGSV.4.2.15.26.40.145.29.6.01.36.265.12.7.194.35.062..03.28.320.15.2*59
-0.024,-0.212,9.707,-0.010482,-0.109741,9.80603,28.718291666666666,77.13344666666667,127.1,$GPGSV.4.3.15.32.28.069.22.9.193.22.114..16.19.169.19.8.10.15.136.*48,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065..71.55.025.22.7.70.32.097.16.4.72.25.327.*55
-0.102,-0.134,9.785,-0.020675,-0.110229,9.806,28.718291666666666,77.13344666666667,127.1,$GLGSV.3.2.9.74.13.200.19.9.80.13.029..87.08.297..86.07.243.*47,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.18.2.09.55.034..02.55.166.25.2.05.50.215.*69
0.132,-0.134,9.785,-0.065933,-0.112808,9.805771,28.718291666666666,77.13344666666667,127.1,$BDGSV.4.2.13.07.49.105.26.4.10.46.149.21.7.03.40.127..16.40.062.19.2*79,$BDGSV.4.3.13.06.37.066.16.9.20.24.317..25.17.041..01.15.104.*7A,$BDGSV.4.4.13.13.12.181.18.0*44
-0.259,-0.212,9.785,-0.064666,-0.114349,9.805756,28.718291666666666,77.13344666666667,127.1,$GAGSV.1.1.4.24.59.094.13.6.09.36.083.9.0.03.25.306..15.12.300.*64,$GNRMC.080805.000.A.2843.0975.N.07708.0068.E.0.000.112.10.101219...A*4C,$GNVTG.112.10.T..M.0.000.N.0.000.K.A*20
-0.259,-0.134,9.864,-0.05133,-0.114593,9.805832,28.718291666666666,77.13344666666667,127.1,$PMTKTSX1.44386.-3818.188.36.388.36.214.5fda0000.-0.372430.-0.381819.0.102204.-0.210381.1.460387.-0.364*26,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.132,-0.055,9.707,-0.061248,-0.119705,9.805725,28.718291666666666,77.13344666666667,127.1,$GNACCURACY.5.4*17,$PMTKAGC.080805.000.4356.4326.6274.6204.0.0.0*6C, 
-0.337,-0.134,9.785,-0.067611,-0.116897,9.80571,28.718291666666666,77.13344666666667,127.1, , , 
-0.18,-0.055,9.707,-0.096572,-0.111282,9.805542,28.718291666666666,77.13344666666667,127.1, , , 
-0.18,-0.134,9.707,-0.147094,-0.107421,9.804947,28.718293333333335,77.13341333333332,128.3,$GPGSA.A.3.31.22.32.26.01.16.03......1.05.0.69.0.80*03,$GLGSA.A.3.71.74.70..........1.05.0.69.0.80*1F,$BDGSA.A.3.23.13.16.07.10.02.06......1.05.0.69.0.80*16
-0.024,-0.134,9.785,-0.161041,-0.100738,9.80481,28.718293333333335,77.13341333333332,128.3,$GAGSA.A.3.24............1.05.0.69.0.80*16,$GPGSV.4.1.15.31.64.029.12.8.41.55.167.34.0.22.50.316.13.9.14.47.040.*6C,$GPGSV.4.2.15.26.40.145.36.2.01.36.265.18.4.194.35.062..03.28.320.14.6*5F
-0.024,-0.055,9.864,-0.158142,-0.100082,9.804855,28.718293333333335,77.13341333333332,128.3,$GPGSV.4.3.15.32.28.069.21.8.193.22.114..16.19.169.19.8.10.15.136.*4A,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065..71.55.025.21.3.70.32.097.16.9.72.25.327.*5F
-0.259,-0.055,9.864,-0.145904,-0.103195,9.805008,28.718293333333335,77.13341333333332,128.3,$GLGSV.3.2.9.74.13.200.19.7.80.13.029..87.08.297..86.07.243.*49,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.13.0.09.55.034..02.55.166.25.0.05.50.215.*62
-0.024,-0.134,9.785,-0.143615,-0.103698,9.805038,28.718293333333335,77.13341333333332,128.3,$BDGSV.4.2.13.07.49.105.25.8.10.46.149.22.6.03.40.127..16.40.062.19.4*72,$BDGSV.4.3.13.06.37.066.15.2.20.24.317..25.17.041..01.15.104.*72,$BDGSV.4.4.13.13.12.181.18.2*46
-0.259,-0.134,9.707,-0.125457,-0.104141,9.805283,28.718293333333335,77.13341333333332,128.3,$GAGSV.1.1.4.24.59.094.13.6.09.36.083.9.0.03.25.306..15.12.300.*64,$GNRMC.080806.000.A.2843.0976.N.07708.0048.E.0.000.112.10.101219...A*4E,$GNVTG.112.10.T..M.0.000.N.0.000.K.A*20
-0.102,-0.134,9.785,-0.122085,-0.105072,9.805313,28.718293333333335,77.13341333333332,128.3,$PMTKTSX1.45386.-3702.408.36.356.36.161.5ffe0000.-0.361049.-0.370241.0.196474.-0.210381.1.460387.-0.364*27,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.18,-0.055,9.707,-0.140075,-0.104949,9.805084,28.718293333333335,77.13341333333332,128.3,$GNACCURACY.5.2*11,$PMTKAGC.080806.000.5097.5080.6513.6546.0.0.0*69, 
-0.416,-0.055,9.864,-0.150787,-0.108093,9.804886,28.718293333333335,77.13341333333332,128.3, , , 
-0.18,-0.134,9.785,-0.163269,-0.111343,9.804657,28.718293333333335,77.13341333333332,128.3, , , 
-0.102,-0.134,9.785,-0.214599,-0.112319,9.80365,28.718279999999996,77.13338166666668,132.3,$GPGSA.A.3.31.22.32.26.01.16.03......1.04.0.69.0.78*05,$GLGSA.A.3.71.73.74.70.........1.04.0.69.0.78*1D,$BDGSA.A.3.23.13.16.07.10.02.06......1.04.0.69.0.78*10
-0.102,-0.134,9.785,-0.197982,-0.112197,9.804001,28.718279999999996,77.13338166666668,132.3,$GAGSA.A.3.24............1.04.0.69.0.78*10,$GPGSV.4.1.15.31.64.029.23.0.41.55.167.34.0.22.50.316.13.9.14.47.040.*66,$GPGSV.4.2.15.26.40.145.36.1.01.36.265.18.4.194.35.062..03.28.320.14.3*59
-0.259,-0.055,9.942,-0.173873,-0.109603,9.804489,28.718279999999996,77.13338166666668,132.3,$GPGSV.4.3.15.32.28.069.21.3.193.22.114..16.19.169.17.3.10.15.136.*44,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.0.71.55.025.20.1.70.32.097.19.7.72.25.327.*44
0.054,-0.134,9.629,-0.169982,-0.101791,9.804642,28.718279999999996,77.13338166666668,132.3,$GLGSV.3.2.9.74.13.200.22.6.80.13.029..87.08.297..86.07.243.*40,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.18.4.09.55.034..02.55.166.24.7.05.50.215.*6B
-0.259,-0.055,9.785,-0.120742,-0.100463,9.805389,28.718279999999996,77.13338166666668,132.3,$BDGSV.4.2.13.07.49.105.29.4.10.46.149.23.2.03.40.127..16.40.062.19.2*71,$BDGSV.4.3.13.06.37.066.15.2.20.24.317..25.17.041..01.15.104.*72,$BDGSV.4.4.13.13.12.181.18.3*47
0.132,-0.055,9.707,-0.093627,-0.101165,9.805679,28.718279999999996,77.13338166666668,132.3,$GAGSV.1.1.4.24.59.094.20.4.09.36.083.9.0.03.25.306..15.12.300.*66,$GNRMC.080807.000.A.2843.0968.N.07708.0029.E.0.000.112.10.101219...A*47,$GNVTG.112.10.T..M.0.000.N.0.000.K.A*20
-0.18,-0.134,9.629,-0.097961,-0.105392,9.805588,28.718279999999996,77.13338166666668,132.3,$PMTKTSX1.46386.-3575.474.36.259.36.102.60260000.-0.348403.-0.357547.0.047242.-0.210381.1.460387.-0.426*7E,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.211,-0.212,9.707,-0.084869,-0.110412,9.805649,28.718279999999996,77.13338166666668,132.3,$GNACCURACY.5.1*12,$PMTKAGC.080807.000.5327.5163.6048.5933.0.0.0*6A, 
-0.024,-0.055,9.864,-0.059066,-0.120986,9.805725,28.718279999999996,77.13338166666668,132.3, , , 
0.054,-0.134,9.629,-0.022308,-0.125488,9.805817,28.718279999999996,77.13338166666668,132.3, , , 
-0.259,-0.134,9.864,0.014801,-0.125793,9.805832,28.718268333333338,77.13335666666667,134.8,$GPGSA.A.3.31.22.32.26.01.16.03......1.04.0.69.0.78*05,$GLGSA.A.3.71.73.74.70.........1.04.0.69.0.78*1D,$BDGSA.A.3.23.13.16.07.10.02.06......1.04.0.69.0.78*10
-0.024,-0.134,9.707,0.009231,-0.12062,9.805893,28.718268333333338,77.13335666666667,134.8,$GAGSA.A.3.24............1.04.0.69.0.78*10,$GPGSV.4.1.15.31.64.029.21.8.41.55.167.34.0.22.50.316.16.6.14.47.040.*66,$GPGSV.4.2.15.26.40.145.28.5.01.36.265.15.8.194.35.062..03.28.320.14.3*53
-0.024,0.179,9.864,0.001937,-0.111557,9.806015,28.718268333333338,77.13335666666667,134.8,$GPGSV.4.3.15.32.28.069.21.3.193.22.114..16.19.169.17.3.10.15.136.*44,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.0.71.55.025.20.0.70.32.097.19.0.72.25.327.*42
0.132,-0.134,9.629,0.00122,-0.100051,9.806137,28.718268333333338,77.13335666666667,134.8,$GLGSV.3.2.9.74.13.200.19.7.80.13.029..87.08.297..86.07.243.*49,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.18.4.09.55.034..02.55.166.25.0.05.50.215.*6D
0.132,-0.134,9.864,-0.003646,-0.097946,9.806152,28.718268333333338,77.13335666666667,134.8,$BDGSV.4.2.13.07.49.105.24.1.10.46.149.19.9.03.40.127..16.40.062.19.1*78,$BDGSV.4.3.13.06.37.066.15.2.20.24.317..25.17.041..01.15.104.*72,$BDGSV.4.4.13.13.12.181.18.0*44
0.132,-0.134,9.629,0.00769,-0.099105,9.806137,28.718268333333338,77.13335666666667,134.8,$GAGSV.1.1.4.24.59.094.16.7.09.36.083..03.25.306..15.12.300.*47,$GNRMC.080808.000.A.2843.0961.N.07708.0014.E.0.000.112.10.101219...A*4F,$GNVTG.112.10.T..M.0.000.N.0.000.K.A*20
-0.024,-0.134,9.785,0.045333,-0.108825,9.805939,28.718268333333338,77.13335666666667,134.8,$PMTKTSX1.47386.-3449.785.36.194.36.040.60500000.-0.335756.-0.344979.-0.077343.-0.210381.1.460387.-0.351*5B,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.132,-0.212,9.707,0.054244,-0.112655,9.805847,28.718268333333338,77.13335666666667,134.8,$GNACCURACY.5.0*13,$PMTKAGC.080808.000.4673.4573.5779.5736.0.0.0*69, 
0.132,-0.055,9.707,0.062713,-0.117553,9.80574,28.718268333333338,77.13335666666667,134.8, , , 
-0.024,-0.055,9.707,0.072708,-0.113952,9.80571,28.718268333333338,77.13335666666667,134.8, , , 
0.211,-0.212,9.785,0.063903,-0.109069,9.805832,28.71825666666667,77.133335,137.0,$GPGSA.A.3.31.22.32.26.01.16.03......1.04.0.69.0.78*05,$GLGSA.A.3.71.73.74.70.........1.04.0.69.0.78*1D,$BDGSA.A.3.23.13.16.07.10.02.06......1.04.0.69.0.78*10
0.211,-0.134,9.629,0.016464,-0.11325,9.805969,28.71825666666667,77.133335,137.0,$GAGSA.A.3.24............1.04.0.69.0.78*10,$GPGSV.4.1.15.31.64.029.21.8.41.55.167.33.0.22.50.316.16.6.14.47.040.*61,$GPGSV.4.2.15.26.40.145.29.6.01.36.265.15.8.194.35.062..03.28.320.14.3*51
-0.024,-0.055,9.785,0.018173,-0.119262,9.805908,28.71825666666667,77.133335,137.0,$GPGSV.4.3.15.32.28.069.21.6.193.22.114..16.19.169.17.2.10.15.136.*40,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.0.71.55.025.21.1.70.32.097.18.0.72.25.327.*43
-0.024,-0.134,9.785,0.017822,-0.118209,9.805908,28.71825666666667,77.133335,137.0,$GLGSV.3.2.9.74.13.200.19.7.80.13.029..87.08.297..86.07.243.*49,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.18.4.09.55.034..02.55.166.24.8.05.50.215.*64
-0.18,-0.134,9.707,-0.02806,-0.119689,9.805878,28.71825666666667,77.133335,137.0,$BDGSV.4.2.13.07.49.105.27.6.10.46.149.24.7.03.40.127..16.40.062.19.2*7F,$BDGSV.4.3.13.06.37.066.15.7.20.24.317..25.17.041..01.15.104.*77,$BDGSV.4.4.13.13.12.181.17.5*4E
-0.259,-0.134,9.629,-0.070983,-0.12062,9.805649,28.71825666666667,77.133335,137.0,$GAGSV.1.1.4.24.59.094.15.5.09.36.083..03.25.306..15.12.300.*46,$GNRMC.080809.000.A.2843.0954.N.07708.0001.E.0.000.112.10.101219...A*4C,$GNVTG.112.10.T..M.0.000.N.0.000.K.A*20
-0.024,-0.134,9.864,-0.071792,-0.117248,9.805679,28.71825666666667,77.133335,137.0,$PMTKTSX1.48386.-3328.232.36.097.35.981.60780000.-0.323110.-0.332823.-0.490855.-0.210381.1.460387.-0.324*5D,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.18,-0.134,9.785,-0.09436,-0.11708,9.805496,28.71825666666667,77.133335,137.0,$GNACCURACY.4.9*1B,$PMTKAGC.080809.000.4766.4605.6147.6148.0.0.0*6B, 
-0.102,-0.055,9.864,-0.140914,-0.121017,9.804886,28.71825666666667,77.133335,137.0, , , 
-0.102,-0.134,9.942,-0.140792,-0.122238,9.804871,28.71825666666667,77.133335,137.0, , , 
-0.18,-0.055,9.785,-0.122634,-0.120254,9.805145,28.718246666666666,77.133315,140.3,$GPGSA.A.3.31.22.32.26.01.16.03......1.04.0.69.0.78*05,$GLGSA.A.3.71.73.74.70.........1.04.0.69.0.78*1D,$BDGSA.A.3.23.13.16.07.10.02.06......1.04.0.69.0.78*10
-0.102,-0.134,9.785,-0.123611,-0.112396,9.805222,28.718246666666666,77.133315,140.3,$GAGSA.A.3.24............1.04.0.69.0.78*10,$GPGSV.4.1.15.31.64.029.13.4.41.55.167.33.0.22.50.316.17.5.14.47.040.*6E,$GPGSV.4.2.15.26.40.145.31.1.01.36.265.17.3.194.35.062..03.28.320.12.0*53
-0.102,-0.134,9.629,-0.139404,-0.109024,9.805054,28.718246666666666,77.133315,140.3,$GPGSV.4.3.15.32.28.069.21.2.193.22.114..16.19.169.18.1.10.15.136.*48,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.1.71.55.025.20.6.70.32.097.18.7.72.25.327.*43
-0.18,-0.134,9.864,-0.137435,-0.106735,9.805099,28.718246666666666,77.133315,140.3,$GLGSV.3.2.9.74.13.200.18.6.80.13.029..87.08.297..86.07.243.*49,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.13.0.09.55.034..02.55.166.25.1.05.50.215.*63
-0.102,-0.134,9.785,-0.131912,-0.101364,9.805237,28.718246666666666,77.133315,140.3,$BDGSV.4.2.13.07.49.105.26.5.10.46.149.23.4.03.40.127..16.40.062.19.3*78,$BDGSV.4.3.13.06.37.066.15.9.20.24.317..25.17.041..01.15.104.*79,$BDGSV.4.4.13.13.12.181.18.2*46
-0.259,-0.055,9.785,-0.132888,-0.096481,9.805267,28.718246666666666,77.133315,140.3,$GAGSV.1.1.4.24.59.094.14.9.09.36.083..03.25.306..15.12.300.*4B,$GNRMC.080810.000.A.2843.0948.N.07707.9989.E.0.000.112.10.101219...A*46,$GNVTG.112.10.T..M.0.000.N.0.000.K.A*20
-0.18,-0.134,9.707,-0.133895,-0.097045,9.805252,28.718246666666666,77.133315,140.3,$PMTKTSX1.49386.-3209.341.36.033.35.926.609e0000.-0.310464.-0.320934.-0.757081.-0.210381.1.460387.-0.337*02,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.024,-0.055,9.707,-0.131423,-0.098281,9.805267,28.718246666666666,77.133315,140.3,$GNACCURACY.4.8*1A,$PMTKAGC.080810.000.4831.4858.6583.6447.0.0.0*6E, 
-0.416,-0.134,9.785,-0.113265,-0.101867,9.805466,28.718246666666666,77.133315,140.3, , , 
-0.416,-0.134,9.785,-0.125778,-0.111358,9.805206,28.718246666666666,77.133315,140.3, , , 
0.054,-0.134,9.707,-0.183975,-0.116287,9.80423,28.718246666666666,77.133315,140.3,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.03.0.68.0.78*06,$GLGSA.A.3.71.73.74.70.........1.03.0.68.0.78*1B,$BDGSA.A.3.23.13.16.07.10.02.06......1.03.0.68.0.78*16
-0.18,-0.134,9.707,-0.182281,-0.11499,9.804276,28.718246666666666,77.133315,140.3,$GAGSA.A.3.24............1.03.0.68.0.78*16,$GPGSV.4.1.15.31.64.029.21.9.41.55.167.34.0.22.50.316.17.9.14.47.040.13.5*70,$GPGSV.4.2.15.26.40.145.35.7.01.36.265.18.0.194.35.062..03.28.320.12.0*5D
-0.024,-0.055,9.707,-0.181762,-0.112548,9.804306,28.718246666666666,77.133315,140.3,$GPGSV.4.3.15.32.28.069.21.2.193.22.114..16.19.169.17.8.10.15.136.*4E,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.2.71.55.025.17.5.70.32.097.18.9.72.25.327.*49
0.054,-0.134,9.707,-0.189849,-0.111389,9.804169,28.718246666666666,77.133315,140.3,$GLGSV.3.2.9.74.13.200.19.4.80.13.029..87.08.297..86.07.243.*4A,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.13.0.09.55.034..02.55.166.25.3.05.50.215.*61
0.054,-0.134,9.629,-0.162857,-0.107604,9.804703,28.718246666666666,77.133315,140.3,$BDGSV.4.2.13.07.49.105.27.4.10.46.149.22.1.03.40.127..16.40.062.15.6*75,$BDGSV.4.3.13.06.37.066.15.3.20.24.317..25.17.041..01.15.104.*73,$BDGSV.4.4.13.13.12.181.18.1*45
-0.259,-0.055,9.785,-0.083557,-0.104812,9.805725,28.718246666666666,77.133315,140.3,$GAGSV.1.1.4.24.59.094.18.9.09.36.083..03.25.306..15.12.299.*46,$GNRMC.080811.000.A.2843.0948.N.07707.9989.E.0.000.112.10.101219...A*47,$GNVTG.112.10.T..M.0.000.N.0.000.K.A*20
-0.102,-0.134,9.707,-0.083389,-0.104736,9.805725,28.718246666666666,77.133315,140.3,$PMTKTSX1.50386.-3092.880.36.065.35.865.60c80000.-0.298450.-0.309288.-0.367785.-0.210381.1.460387.-0.337*0B,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.289,-0.055,9.707,-0.08258,-0.101455,9.805771,28.718246666666666,77.133315,140.3,$GNACCURACY.4.8*1A,$PMTKAGC.080811.000.5031.5192.6563.6388.0.0.0*62, 
-0.024,-0.055,9.707,-0.01622,-0.09053,9.806213,28.718246666666666,77.133315,140.3, , , 
-0.024,-0.134,9.785,0.012222,-0.084304,9.806274,28.718246666666666,77.133315,140.3,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.02.0.66.0.77*06,$GLGSA.A.3.71.73.74.70.........1.02.0.66.0.77*1B,$BDGSA.A.3.23.13.16.07.10.02.06......1.02.0.66.0.77*16
-0.024,-0.134,9.707,0.016525,-0.08171,9.80629,28.718246666666666,77.133315,140.3,$GAGSA.A.3.09.24...........1.02.0.66.0.77*1F,$GPGSV.4.1.15.31.64.029.21.8.41.55.167.34.0.22.50.316.17.4.14.47.040.13.5*7C,$GPGSV.4.2.15.26.40.145.27.5.01.36.265.14.6.194.35.062..03.28.320.13.0*57
