@ HyperIMU -ianovir - 2018
@ Date:Tue Dec 10 13:37:45 GMT+05:30 2019, Sampling Rate:100ms

ST_LIS3DHTR.x,ST_LIS3DHTR.y,ST_LIS3DHTR.z,GRAVITY.x,GRAVITY.y,GRAVITY.z,GPS.lat,GPS.long,GPS.alt,NMEA.a,NMEA.b,NMEA.c
-0.024,-0.134,9.707,-0.11763,-0.125518,9.80513,28.718093333333332,77.133205,180.1,$GLGSV.3.2.9.74.13.200.20.9.80.13.029..87.08.297..86.07.243.*4D,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.4.09.55.034..02.55.166.24.9.05.50.215.*6A
-0.18,-0.055,9.707,-0.12358,-0.128067,9.805023,28.718093333333332,77.133205,180.1,$BDGSV.4.2.13.07.49.105.25.9.10.46.149.22.8.03.40.127..16.40.062.14.3*77,$BDGSV.4.3.13.06.37.066.11.1.20.24.317..25.17.041..01.15.104.*75,$BDGSV.4.4.13.13.12.181.17.3*48
-0.337,-0.055,9.785,-0.140731,-0.123672,9.804855,28.718093333333332,77.133205,180.1,$GAGSV.1.1.4.24.59.094.18.0.09.36.083.17.6.03.25.306..15.12.299.*51,$GNRMC.080821.000.A.2843.0856.N.07707.9923.E.0.000.110.52.101219...A*4E,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
-0.024,-0.134,9.629,-0.182357,-0.120742,9.804199,28.718093333333332,77.133205,180.1,$PMTKTSX1.60386.-2658.589.36.582.35.633.61680000.-0.247865.-0.265859.-0.265220.-0.210381.1.460387.-0.266*51,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.18,0.022,9.707,-0.205245,-0.119445,9.803772,28.718093333333332,77.133205,180.1,$GNACCURACY.4.2*10,$PMTKAGC.080821.000.4460.4529.6261.6199.0.0.0*62, 
-0.416,-0.212,9.629,-0.199264,-0.117721,9.803909,28.718093333333332,77.133205,180.1, , , 
-0.18,-0.134,9.707,-0.203994,-0.11705,9.803818,28.718093333333332,77.133205,180.1,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.02.0.66.0.77*06,$GLGSA.A.3.71.73.74.70.........1.02.0.66.0.77*1B,$BDGSA.A.3.23.13.16.07.10.02.06......1.02.0.66.0.77*16
-0.18,-0.134,9.785,-0.205215,-0.11795,9.803787,28.718093333333332,77.133205,180.1,$GAGSA.A.3.09.24...........1.02.0.66.0.77*1F,$GPGSV.4.1.15.31.64.029.20.0.41.55.167.33.0.22.50.316.13.1.14.47.040.17.9*7B,$GPGSV.4.2.15.26.40.145.34.0.01.36.265.12.8.194.35.062..03.28.320.13.6*5E
-0.102,-0.134,9.707,-0.177352,-0.119308,9.804306,28.718093333333332,77.133205,180.1,$GPGSV.4.3.15.32.28.069.16.6.193.22.114..16.19.169.13.6.10.15.136.*44,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.2.71.55.025.15.8.70.32.097.16.7.72.25.327.*46
-0.024,-0.134,9.629,-0.167495,-0.117813,9.804504,28.718093333333332,77.133205,180.1,$GLGSV.3.2.9.74.13.200.21.5.80.13.029..87.08.297..86.07.243.*40,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.4.09.55.034..02.55.166.24.8.05.50.215.*6B
-0.18,-0.134,9.864,-0.152908,-0.117401,9.804749,28.718093333333332,77.133205,180.1,$BDGSV.4.2.13.07.49.105.26.3.10.46.149.22.7.03.40.127..16.40.062.14.3*71,$BDGSV.4.3.13.06.37.066.11.1.20.24.317..25.17.041..01.15.104.*75,$BDGSV.4.4.13.13.12.181.17.3*48
-0.337,-0.134,9.472,-0.152374,-0.116027,9.804779,28.718093333333332,77.133205,180.1,$GAGSV.1.1.4.24.59.094.18.0.09.36.083.17.6.03.25.306..15.12.299.*51,$GNRMC.080822.000.A.2843.0856.N.07707.9923.E.0.000.110.52.101219...A*4D,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
0.054,-0.134,9.707,-0.149169,-0.113555,9.804855,28.718093333333332,77.133205,180.1,$PMTKTSX1.61386.-2729.120.36.356.35.659.61560000.-0.254188.-0.272912.-0.730002.-0.210381.1.460387.-0.271*5F,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.054,-0.134,9.707,-0.115951,-0.110198,9.805344,28.718093333333332,77.133205,180.1,$GNACCURACY.4.2*10,$PMTKAGC.080822.000.4926.4684.6514.6512.0.0.0*68, 
0.211,-0.134,9.707,-0.081359,-0.109451,9.805695,28.718093333333332,77.133205,180.1, , , 
-0.259,-0.134,9.629,-0.026565,-0.118728,9.805893,28.718093333333332,77.133205,180.1, , , 
0.446,0.022,9.785,-0.001998,-0.129974,9.805786,28.718093333333332,77.133205,180.1,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.02.0.66.0.77*06,$GLGSA.A.3.71.73.74.70.........1.02.0.66.0.77*1B,$BDGSA.A.3.23.13.16.07.10.02.06......1.02.0.66.0.77*16
0.132,-0.134,9.785,0.040618,-0.131988,9.805664,28.718093333333332,77.133205,180.1,$GAGSA.A.3.09.24...........1.02.0.66.0.77*1F,$GPGSV.4.1.15.31.64.029.20.9.41.55.167.33.0.22.50.316.13.1.14.47.040.14.2*7A,$GPGSV.4.2.15.26.40.145.24.6.01.36.265.12.8.194.35.062..03.28.320.13.4*5B
-0.024,-0.055,9.785,0.079605,-0.13591,9.805374,28.718093333333332,77.133205,180.1,$GPGSV.4.3.15.32.28.069.12.2.193.22.114..16.19.169.12.7.10.15.136.*44,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.0.71.55.025.16.2.70.32.097.16.8.72.25.327.*42
0.132,-0.134,9.707,0.074508,-0.135559,9.80542,28.718093333333332,77.133205,180.1,$GLGSV.3.2.9.74.13.200.21.3.80.13.029..87.08.297..86.07.243.*46,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.7.09.55.034..02.55.166.24.8.05.50.215.*68
0.132,-0.055,9.629,0.07257,-0.126632,9.805557,28.718093333333332,77.133205,180.1,$BDGSV.4.2.13.07.49.105.26.6.10.46.149.22.6.03.40.127..16.40.062.14.1*77,$BDGSV.4.3.13.06.37.066.11.1.20.24.317..25.17.041..01.15.104.*75,$BDGSV.4.4.13.13.12.181.17.2*49
-0.024,-0.134,9.785,0.10646,-0.114868,9.805389,28.718093333333332,77.133205,180.1,$GAGSV.1.1.4.24.59.094.19.0.09.36.083.16.7.03.25.306..15.12.299.*50,$GNRMC.080823.000.A.2843.0856.N.07707.9923.E.0.000.110.52.101219...A*4C,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
0.289,-0.134,9.785,0.077285,-0.113265,9.805679,28.718093333333332,77.133205,180.1,$PMTKTSX1.62386.-2872.383.36.227.35.720.612c0000.-0.267467.-0.287238.-1.047838.-0.210381.1.460387.-0.257*02,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.289,-0.055,9.629,0.081375,-0.113311,9.805649,28.718093333333332,77.133205,180.1,$GNACCURACY.4.2*10,$PMTKAGC.080823.000.4671.4636.6589.6327.0.0.0*69, 
-0.102,-0.212,9.707,0.140106,-0.111389,9.805008,28.718093333333332,77.133205,180.1, , , 
0.054,-0.134,9.707,0.13626,-0.111831,9.805054,28.718093333333332,77.133205,180.1, , , 
-0.416,-0.134,9.864,0.117706,-0.115585,9.805252,28.718093333333332,77.133205,180.1,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.04.0.68.0.78*01,$GLGSA.A.3.71.73.74.70.........1.04.0.68.0.78*1C,$BDGSA.A.3.23.13.16.07.10.02.......1.04.0.68.0.78*17
0.054,-0.055,9.785,0.103576,-0.11882,9.805374,28.718093333333332,77.133205,180.1,$GAGSA.A.3.09.24...........1.04.0.68.0.78*18,$GPGSV.4.1.15.31.64.029.21.3.41.55.167.33.0.22.50.316.13.1.14.47.040.14.2*71,$GPGSV.4.2.15.26.40.145.30.1.01.36.265.11.2.194.35.062..03.28.320.13.5*51
0.211,0.022,9.785,0.042388,-0.118331,9.805832,28.718093333333332,77.133205,180.1,$GPGSV.4.3.15.32.28.069.12.2.193.22.114..16.19.169.12.7.10.15.136.*44,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.2.71.55.025.16.3.70.32.097.16.8.72.25.327.*41
-1.122,-0.29,9.864,-0.005538,-0.111724,9.806,28.718093333333332,77.133205,180.1,$GLGSV.3.2.9.74.13.200.20.8.80.13.029..87.08.297..86.07.243.*4C,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.4.09.55.034..02.55.166.24.7.05.50.215.*64
-0.416,-0.212,9.707,-1.753646,-0.390167,9.640686,28.718093333333332,77.133205,180.1,$BDGSV.4.2.13.07.49.105.26.8.10.46.149.25.7.03.40.127..16.40.062.14.0*7E,$BDGSV.4.3.13.06.37.066..20.24.317..25.17.041..01.15.104.*6A,$BDGSV.4.4.13.13.12.181.17.2*49
0.211,-0.055,9.629,-1.378524,-0.373794,9.702072,28.718093333333332,77.133205,180.1,$GAGSV.1.1.4.24.59.094.18.2.09.36.083.17.5.03.25.306..15.12.299.*50,$GNRMC.080824.000.A.2843.0856.N.07707.9923.E.0.000.110.52.101219...A*4B,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
-0.102,-0.134,9.785,-0.984756,-0.316131,9.751953,28.718093333333332,77.133205,180.1,$PMTKTSX1.63386.-2928.322.36.227.35.746.611a0000.-0.272525.-0.292832.-0.535435.-0.210381.1.460387.-0.266*02,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.18,-0.134,9.785,-0.600448,-0.252929,9.784973,28.718093333333332,77.133205,180.1,$GNACCURACY.4.1*13,$PMTKAGC.080824.000.5031.5117.6570.6438.0.0.0*67, 
-0.18,-0.134,9.785,-0.216735,-0.191757,9.802368,28.718093333333332,77.133205,180.1, , , 
-0.259,-0.055,9.707,-0.071578,-0.143219,9.805344,28.718093333333332,77.133205,180.1, , , 
-0.337,-0.134,9.864,-0.078262,-0.127883,9.805496,28.718093333333332,77.133205,180.1,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.04.0.68.0.78*01,$GLGSA.A.3.71.73.74.70.........1.04.0.68.0.78*1C,$BDGSA.A.3.23.13.16.07.10.02.......1.04.0.68.0.78*17
-0.337,-0.134,9.785,-0.130569,-0.123443,9.804993,28.718093333333332,77.133205,180.1,$GAGSA.A.3.09.24...........1.04.0.68.0.78*18,$GPGSV.4.1.15.31.64.029.15.9.41.55.167.33.0.22.50.316.13.1.14.47.040.14.2*7C,$GPGSV.4.2.15.26.40.145.34.7.01.36.265.11.2.194.35.062..03.28.320.13.2*54
-0.18,-0.055,9.785,-0.177429,-0.1147,9.804367,28.718093333333332,77.133205,180.1,$GPGSV.4.3.15.32.28.069.12.2.193.22.114..16.19.169.16.2.10.15.136.*45,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.15.8.71.55.025.16.5.70.32.097.16.6.72.25.327.*40
-0.102,-0.134,9.707,-0.208877,-0.111801,9.803787,28.718093333333332,77.133205,180.1,$GLGSV.3.2.9.74.13.200.21.3.80.13.029..87.08.297..86.07.243.*46,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.2.09.55.034..02.55.166.24.7.05.50.215.*62
-0.102,-0.134,9.707,-0.202011,-0.108856,9.803955,28.718093333333332,77.133205,180.1,$BDGSV.4.2.13.07.49.105.27.0.10.46.149.21.4.03.40.127..16.40.062.14.1*71,$BDGSV.4.3.13.06.37.066..20.24.317..25.17.041..01.15.104.*6A,$BDGSV.4.4.13.13.12.181.17.1*4A
-0.651,-0.134,9.707,-0.175018,-0.108642,9.804474,28.718093333333332,77.133205,180.1,$GAGSV.1.1.4.24.59.094.17.6.09.36.083.14.4.03.25.306..15.12.299.*59,$GNRMC.080825.000.A.2843.0856.N.07707.9923.E.0.000.110.52.101219...A*4A,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
0.132,-0.134,9.707,-0.207641,-0.111557,9.803802,28.718093333333332,77.133205,180.1,$PMTKTSX1.64386.-2923.498.36.227.35.746.611a0000.-0.272525.-0.292350.0.482475.-0.210381.1.460387.-0.284*2F,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.024,-0.212,9.707,-0.221221,-0.113601,9.803482,28.718093333333332,77.133205,180.1,$GNACCURACY.4.1*13,$PMTKAGC.080825.000.4545.4589.6111.6283.0.0.0*66, 
-0.18,-0.055,9.785,-0.201904,-0.127975,9.803726,28.718093333333332,77.133205,180.1, , , 
-0.102,-0.134,9.785,-0.21318,-0.13562,9.803391,28.718093333333332,77.133205,180.1, , , 
-0.102,-0.212,9.629,-0.22409,-0.135894,9.803146,28.718093333333332,77.13318,188.9,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.04.0.68.0.78*01,$GLGSA.A.3.71.73.74.70.........1.04.0.68.0.78*1C,$BDGSA.A.3.23.13.16.07.10.02.......1.04.0.68.0.78*17
0.054,-0.055,9.864,-0.166885,-0.134506,9.804306,28.718093333333332,77.13318,188.9,$GAGSA.A.3.09.24...........1.04.0.68.0.78*18,$GPGSV.4.1.15.31.64.029.22.8.41.55.167.33.0.22.50.316.11.3.14.47.040.20.1*7D,$GPGSV.4.2.15.26.40.145.33.6.01.36.265.14.6.194.35.062..03.28.320.12.9*59
-0.024,-0.212,9.707,-0.114868,-0.130294,9.805099,28.718093333333332,77.13318,188.9,$GPGSV.4.3.15.32.28.069.13.3.193.22.114..16.19.169.16.2.10.15.136.*45,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.15.5.71.55.025.16.5.70.32.097.17.6.72.25.327.*4C
0.289,-0.055,9.864,-0.100189,-0.119369,9.805405,28.718093333333332,77.13318,188.9,$GLGSV.3.2.9.74.13.200.24.3.80.13.029..87.08.297..86.07.243.*43,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.16.9.09.55.034..02.55.166.24.7.05.50.215.*68
0.054,-0.055,9.55,-0.02452,-0.106567,9.80603,28.718093333333332,77.13318,188.9,$BDGSV.4.2.13.07.49.105.27.8.10.46.149.21.3.03.40.127..16.40.062.14.2*7D,$BDGSV.4.3.13.06.37.066..20.24.317..25.17.041..01.15.104.*6A,$BDGSV.4.4.13.13.12.181.17.1*4A
-0.102,-0.134,9.864,0.029541,-0.10083,9.806076,28.718093333333332,77.13318,188.9,$GAGSV.1.1.4.24.59.094.17.5.09.36.083.14.4.03.25.306..15.12.299.*5A,$GNRMC.080826.000.A.2843.0856.N.07707.9908.E.0.000.110.52.101219...A*40,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
0.054,-0.055,9.785,0.030349,-0.103668,9.806046,28.718093333333332,77.13318,188.9,$PMTKTSX1.65386.-2897.176.36.324.35.732.61240000.-0.270628.-0.289718.0.735223.-0.210381.1.460387.-0.288*7A,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.446,-0.134,9.707,0.030258,-0.103881,9.806046,28.718093333333332,77.13318,188.9,$GNACCURACY.4.1*13,$PMTKAGC.080826.000.4781.4588.6605.6469.0.0.0*6E, 
0.211,-0.212,9.707,0.078964,-0.101074,9.805801,28.718093333333332,77.13318,188.9, , , 
0.054,-0.134,9.785,0.109985,-0.10585,9.80545,28.718093333333332,77.13318,188.9, , , 
-0.024,-0.055,9.707,0.13655,-0.112091,9.805054,28.718099999999996,77.13317333333333,189.3,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.04.0.68.0.78*01,$GLGSA.A.3.71.73.74.70.........1.04.0.68.0.78*1C,$BDGSA.A.3.23.13.16.07.10.02.......1.04.0.68.0.78*17
-0.024,-0.055,9.785,0.146652,-0.111694,9.804916,28.718099999999996,77.13317333333333,189.3,$GAGSA.A.3.09.24...........1.04.0.68.0.78*18,$GPGSV.4.1.15.31.64.029.22.8.41.55.167.32.0.22.50.316.11.3.14.47.040.16.2*7A,$GPGSV.4.2.15.26.40.145.30.4.01.36.265.14.6.194.35.062..03.28.320.12.7*56
0.132,-0.055,9.629,0.122161,-0.114349,9.805222,28.718099999999996,77.13317333333333,189.3,$GPGSV.4.3.15.32.28.069.13.3.193.22.114..16.19.169.16.2.10.15.136.*45,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.15.1.71.55.025.16.5.70.32.097.17.5.72.25.327.*4B
0.054,-0.134,9.707,0.093154,-0.116561,9.805511,28.718099999999996,77.13317333333333,189.3,$GLGSV.3.2.9.74.13.200.20.7.80.13.029..87.08.297..86.07.243.*43,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.16.7.09.55.034..02.55.166.24.7.05.50.215.*66
-0.102,-0.055,9.707,0.087753,-0.11473,9.805573,28.718099999999996,77.13317333333333,189.3,$BDGSV.4.2.13.07.49.105.27.7.10.46.149.24.5.03.40.127..16.40.062.14.2*71,$BDGSV.4.3.13.06.37.066..20.24.317..25.17.041..01.15.104.*6A,$BDGSV.4.4.13.13.12.181.17.1*4A
-0.102,-0.134,9.707,0.073577,-0.113418,9.80571,28.718099999999996,77.13317333333333,189.3,$GAGSV.1.1.4.24.59.094.17.7.09.36.083.17.4.03.25.306..15.12.299.*5B,$GNRMC.080827.000.A.2843.0860.N.07707.9904.E.0.000.110.52.101219...A*48,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
0.054,-0.055,9.785,0.06694,-0.116943,9.80571,28.718099999999996,77.13317333333333,189.3,$PMTKTSX1.66386.-2884.877.36.324.35.729.61260000.-0.269364.-0.288488.-0.034722.-0.210381.1.460387.-0.288*5A,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.18,-0.134,9.707,0.061492,-0.115875,9.805771,28.718099999999996,77.13317333333333,189.3,$GNACCURACY.4.1*13,$PMTKAGC.080827.000.4711.4815.6469.6553.0.0.0*6F, 
0.054,-0.055,9.785,0.001937,-0.112976,9.805984,28.718099999999996,77.13317333333333,189.3, , , 
0.132,-0.212,9.707,-0.028778,-0.108947,9.806,28.718099999999996,77.13317333333333,189.3, , , 
-0.337,-0.212,9.785,-0.01564,-0.105819,9.806061,28.718099999999996,77.13316666666667,189.6,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.04.0.68.0.78*01,$GLGSA.A.3.71.73.74.70.........1.04.0.68.0.78*1C,$BDGSA.A.3.23.13.16.07.10.02.......1.04.0.68.0.78*17
0.525,-0.055,9.629,-0.02095,-0.106124,9.806046,28.718099999999996,77.13316666666667,189.6,$GAGSA.A.3.09.24...........1.04.0.68.0.78*18,$GPGSV.4.1.15.31.64.029.22.8.41.55.167.32.0.22.50.316.13.6.14.47.040.16.2*7D,$GPGSV.4.2.15.26.40.145.27.2.01.36.265.14.6.194.35.062..03.28.320.13.0*50
-0.494,-0.29,9.864,-0.014541,-0.121002,9.805893,28.718099999999996,77.13316666666667,189.6,$GPGSV.4.3.15.32.28.069.12.2.193.22.114.14.0.16.19.169.17.5.10.15.136.*58,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.2.71.55.025.16.7.70.32.097.17.3.72.25.327.*4F
-0.259,-0.134,9.785,-0.007217,-0.130599,9.805771,28.718099999999996,77.13316666666667,189.6,$GLGSV.3.2.9.74.13.200.20.0.80.13.029..87.08.297..86.07.243.*44,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.16.7.09.55.034..02.55.166.24.6.05.50.215.*67
-0.259,-0.134,9.864,-0.027557,-0.131164,9.805725,28.718099999999996,77.13316666666667,189.6,$BDGSV.4.2.13.07.49.105.28.0.10.46.149.24.6.03.40.127..16.40.062.14.3*7B,$BDGSV.4.3.13.06.37.066..20.24.317..25.17.041..01.15.104.*6A,$BDGSV.4.4.13.13.12.181.17.1*4A
-0.259,-0.134,9.629,-0.099426,-0.126831,9.805313,28.718099999999996,77.13316666666667,189.6,$GAGSV.1.1.4.24.59.094.17.1.09.36.083.17.4.03.25.306..15.12.299.*5D,$GNRMC.080828.000.A.2843.0860.N.07707.9900.E.0.000.110.52.101219...A*43,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
-0.024,-0.134,9.785,-0.12001,-0.114608,9.805237,28.718099999999996,77.13316666666667,189.6,$PMTKTSX1.67386.-2904.443.36.356.35.740.611e0000.-0.271261.-0.290444.-0.059617.-0.210381.1.460387.-0.284*07,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.18,-0.212,9.785,-0.126449,-0.111267,9.805191,28.718099999999996,77.13316666666667,189.6,$GNACCURACY.4.1*13,$PMTKAGC.080828.000.4892.5097.6088.6287.0.0.0*62, 
-0.337,-0.212,9.707,-0.117828,-0.111206,9.805298,28.718099999999996,77.13316666666667,189.6, , , 
-0.416,-0.212,9.864,-0.105087,-0.117477,9.805374,28.718099999999996,77.13316666666667,189.6, , , 
-0.18,-0.134,9.707,-0.104034,-0.121002,9.805344,28.718098333333334,77.13315833333333,190.0,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.04.0.68.0.78*01,$GLGSA.A.3.71.73.74.70.........1.04.0.68.0.78*1C,$BDGSA.A.3.23.13.16.07.10.02.......1.04.0.68.0.78*17
-0.102,-0.134,9.785,-0.117172,-0.12001,9.805206,28.718098333333334,77.13315833333333,190.0,$GAGSA.A.3.09.24...........1.04.0.68.0.78*18,$GPGSV.4.1.15.31.64.029.14.9.41.55.167.33.0.22.50.316.13.6.14.47.040.17.1*7A,$GPGSV.4.2.15.26.40.145.34.2.01.36.265.12.4.194.35.062..03.28.320.13.2*54
-0.024,-0.134,9.707,-0.138778,-0.116439,9.804962,28.718098333333334,77.13315833333333,190.0,$GPGSV.4.3.15.32.28.069.12.2.193.22.114.15.0.16.19.169.16.7.10.15.136.*5A,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.1.71.55.025.17.0.70.32.097.17.1.72.25.327.*48
-0.102,-0.134,9.707,-0.141891,-0.114791,9.804947,28.718098333333334,77.13315833333333,190.0,$GLGSV.3.2.9.74.13.200.23.0.80.13.029..87.08.297..86.07.243.*47,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.1.09.55.034..02.55.166.24.6.05.50.215.*60
-0.102,-0.134,9.707,-0.114166,-0.1147,9.805313,28.718098333333334,77.13315833333333,190.0,$BDGSV.4.2.13.07.49.105.28.2.10.46.149.24.7.03.40.127..16.40.062.14.5*7E,$BDGSV.4.3.13.06.37.066..20.24.317..25.17.041..01.15.104.*6A,$BDGSV.4.4.13.13.12.181.17.1*4A
-0.102,-0.055,9.785,-0.07727,-0.114898,9.805664,28.718098333333334,77.13315833333333,190.0,$GAGSV.1.1.4.24.59.094.17.2.09.36.083.18.4.03.25.306..15.12.299.*51,$GNRMC.080829.000.A.2843.0859.N.07707.9895.E.0.000.110.52.101219...A*45,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
-0.024,-0.134,9.785,-0.062316,-0.115341,9.805771,28.718098333333334,77.13315833333333,190.0,$PMTKTSX1.68386.-2893.203.36.291.35.735.61220000.-0.270628.-0.289320.0.491694.-0.210381.1.460387.-0.284*7A,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.102,-0.055,9.707,-0.05664,-0.11499,9.805801,28.718098333333334,77.13315833333333,190.0,$GNACCURACY.4.1*13,$PMTKAGC.080829.000.4671.4680.6156.6215.0.0.0*68, 
-0.102,-0.134,9.785,-0.061218,-0.115585,9.805771,28.718098333333334,77.13315833333333,190.0, , , 
-0.024,-0.134,9.785,-0.064132,-0.115661,9.805756,28.718098333333334,77.13315833333333,190.0, , , 
-0.102,-0.134,9.785,-0.063674,-0.115646,9.805756,28.718099999999996,77.13314999999999,190.8,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.04.0.68.0.78*01,$GLGSA.A.3.71.73.74.70.........1.04.0.68.0.78*1C,$BDGSA.A.3.23.13.16.07.10.02.......1.04.0.68.0.78*17
-0.024,-0.212,9.785,-0.062042,-0.119018,9.805725,28.718099999999996,77.13314999999999,190.8,$GAGSA.A.3.09.24...........1.04.0.68.0.78*18,$GPGSV.4.1.15.31.64.029.23.5.41.55.167.33.0.22.50.316.13.6.14.47.040.17.5*76,$GPGSV.4.2.15.26.40.145.33.8.01.36.265.12.4.194.35.062..03.28.320.13.6*5D
-0.024,-0.134,9.707,-0.064422,-0.118774,9.80571,28.718099999999996,77.13314999999999,190.8,$GPGSV.4.3.15.32.28.069.12.2.193.22.114.10.0.16.19.169.17.0.10.15.136.*59,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.1.71.55.025.17.2.70.32.097.16.9.72.25.327.*43
-0.024,-0.212,9.785,-0.064956,-0.118011,9.805725,28.718099999999996,77.13314999999999,190.8,$GLGSV.3.2.9.74.13.200.23.9.80.13.029..87.08.297..86.07.243.*4E,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.6.09.55.034..02.55.166.24.6.05.50.215.*67
